Oregon,4190713
Baker County,16006
Benton County,92101
Clackamas County,416075
Clatsop County,39764
Columbia County,52377
Coos County,64389
Crook County,23867
Curry County,22813
Deschutes County,191996
Douglas County,110283
Gilliam County,1894
Grant County,7176
Harney County,7329
Hood River County,23428
Jackson County,219564
Jefferson County,24192
Josephine County,87393
Klamath County,67653
Lake County,7879
Lane County,379611
Lincoln County,49388
Linn County,127335
Malheur County,30725
Marion County,346868
Morrow County,11372
Multnomah County,811880
Polk County,85234
Sherman County,1708
Tillamook County,26787
Umatilla County,77516
Union County,26461
Wallowa County,7081
Wasco County,26505
Washington County,597695
Wheeler County,1366
Yamhill County,107002
