Wyoming,577737
Albany County,38601
Big Horn County,11881
Campbell County,46140
Carbon County,14971
Converse County,13640
Crook County,7450
Fremont County,39531
Goshen County,13376
Hot Springs County,4555
Johnson County,8460
Laramie County,98976
Lincoln County,19434
Natrona County,79115
Niobrara County,2388
Park County,29324
Platte County,8566
Sheridan County,30233
Sublette County,9813
Sweetwater County,43051
Teton County,23081
Uinta County,20299
Washakie County,7885
Weston County,6967
